ID,Capture method,Name,State,Site,Latitude,Longitude,Date,Ambient temp,Sex,Female breeding condition ,Mass (kg),Mass estimated,Body condition score,Stress level ,Drug(s),Dose: Zoletil (mL),Dose: Zoletil (mg/kg),Dose: Xylazine (mL),Dose: yohimbine (mg),Dose: yohimbine (mg/kg),Dose:atipamezole (mg),Dose:atipamezole (mg/kg),Drug admin site,induction_min,Depth Of Anaesthesia,Temp_body,Hyperthermia (Y/N),Respiratory rate ,Respiratory depth ,Heart rate ,Time of restraint,Time of release,Handling duration (min),Time standing,Recovery duration (min:sec),NA,Notes on recovery,Reversal time (min),Total duration (min:sec),Total duration (min),Injury,Injury type,n_in_trap,tags_in_trap,last_usable_fix,collar_in_hand,death_date,mortality,Collar end date,CaptureNAdeath duration,fate,collar_slip,notes_on_collar_recovery,notes_on_capture,Collar data
DM36,Pole syringe,Eastern Collared Pig 53,NSW,Oban View,-30.088925,151.88899,7/03/2022 12:05,19,m,NANone SelectedNA,71.2,NA,45415,Low ,Zoletil,2.1,2.95,NA,NA,NA,NA,NA,Rump,5,Good,38.1,N,Normal,Normal,NA,7/03/2022 12:05,7/03/2022 12:24,19.1,7/03/2022 13:27,1:02:28,NA,NA,NA,1:26:34,26.57,0,NA,NA,NA,NA,NA,11/06/2022,11/06/2022,NA,95.5,dead_shothunter,NA,Died on 11/6/22. Hunters took him out,NA,NA
DM37,Pole syringe,Eastern Collared Pig 54,NSW,Glen burn ,-29.802667,151.926241,3/04/2022 11:46,19,m,NANone SelectedNA,58,NA,45416,Low ,Zoletil,2,3.45,NA,NA,NA,NA,NA,Rump,3,Deep,38.7,N,Normal,Normal,NA,3/04/2022 11:46,3/04/2022 12:03,16.38,3/04/2022 12:57,0:54:02,NA,NA,NA,1:13:25,13.42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM38,Pole syringe,Eastern Collared Pig 100,NSW,Darren’s place,-29.802945,151.926895,22/07/2022 13:03,9,m,NANone SelectedNA,101,NA,45416,Low ,Zoletil,2.4,2.38,NA,NA,NA,NA,NA,Rump,5,Deep,35.7,N,Normal,Normal,NA,22/07/2022 13:19,22/07/2022 13:29,9.95,22/07/2022 13:44,0:15:16,NA,NA,NA,0:30:13,30.22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM39,Pole syringe,Eastern Collared Pig 70,NSW,Not sure,-29.871074,152.040774,31/08/2022 10:54,15,m,NANone SelectedNA,47,NA,45416,Low ,Zoletil,2,4.26,NA,NA,NA,NA,NA,Rump,3,Deep,41.1,Y,Normal,Normal,NA,31/08/2022 10:54,31/08/2022 11:17,23.3,31/08/2022 11:57,0:39:58,NA,NA,NA,1:06:16,6.27,0,NA,NA,NA,NA,NA,15/04/2023,15/04/2023,NA,226.55,dead_unknown,NA,Died 15/4/23,NA,NA
DM40,Pole syringe,Eastern Collared Pig 72,NSW,Newberries,-29.870956,152.040812,1/09/2022 10:19,14,m,NANone SelectedNA,50,NA,45416,Low ,Zoletil,2,4,NA,NA,NA,NA,NA,Rump,3,Deep,40.2,Y,Normal,Normal,NA,1/09/2022 10:19,1/09/2022 10:36,16.62,1/09/2022 11:04,0:28:02,NA,NA,NA,0:47:40,47.67,0,NA,NA,NA,NA,NA,16/07/2023,16/07/2023,NA,317.57,dead_unknown,NA,Died 13/7/23,NA,NA
DM41,Pole syringe,Eastern Collared Pig 31,NSW,Oakwood state forest ,-29.901254,152.100844,11/03/2022 9:34,14,f,Pregnant ,44,NA,45416,Moderate ,Zoletil,2,4.55,NA,NA,NA,NA,NA,Rump,4,Good,37.1,N,Normal,Normal,NA,11/03/2022 9:34,11/03/2022 9:56,22.17,11/03/2022 10:44,0:47:17,NA,NA,NA,1:13:27,13.45,0,Pig was shot. Collar was also shot and no longer works. Guy Ballard retrieved collar and left at Guyra ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM42,Pole syringe,Eastern Collared Pig 55,NSW,Guy fawkes,-29.920478,152.102483,6/09/2022 11:06,17,m,NANone SelectedNA,68,NA,45416,Moderate ,Zoletil,2.1,3.09,NA,NA,NA,NA,NA,Rump,3,Good,38.5,N,Normal,Normal,NA,6/09/2022 11:06,6/09/2022 11:30,24.18,6/09/2022 12:07,0:37:13,NA,NA,NA,1:04:24,4.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM43,Pole syringe,Eastern Collared Pig 56,NSW,Guy fawkes,-29.923543,152.113932,6/09/2022 12:06,16,m,NANone SelectedNA,40,NA,45416,Moderate ,Zoletil,2,5,NA,NA,NA,NA,NA,Neck,3,Good,39.7,N,Normal,Normal,NA,6/09/2022 12:06,6/09/2022 12:23,16.25,6/09/2022 13:46,1:23:11,NA,NA,NA,1:42:26,42.43,0,NA,NA,NA,NA,NA,9/09/2023,9/09/2023,NA,367.5,dead_unknown,NA,Died on the 9/9/23,NA,NA
DM44,Pole syringe,Eastern Collared Pig 57,NSW,Chard panel trap. Baileys property ,-29.897948,152.121885,7/09/2022 9:55,9,m,NANone SelectedNA,42,NA,45415,Moderate ,Zoletil,2,4.76,NA,NA,NA,NA,NA,Rump,4,Good,39.1,N,Normal,Normal,NA,7/09/2022 9:55,7/09/2022 10:20,25.27,7/09/2022 10:50,0:30:12,NA,NA,NA,0:59:28,59.47,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM45,Pole syringe,Eastern Collared Pig 58,NSW,Starlight river trap. Guy fawkes ,-29.94119,152.173477,7/09/2022 15:43,11,m,NANone SelectedNA,79,NA,45417,Moderate ,Zoletil,2.2,2.78,NA,NA,NA,NA,NA,Rump,4,Good,39,N,Normal,Normal,NA,7/09/2022 14:55,7/09/2022 15:36,41.13,7/09/2022 15:57,0:21:14,NA,NA,NA,1:06:22,6.37,0,NA,NA,NA,NA,NA,25/03/2023,25/03/2023,NA,198.34,dead_unknown,NA,Died 25/3/23,NA,NA
DM46,Pole syringe,Eastern Collared Pig 59,NSW,Tom Williamson ,-29.871144,152.040952,8/09/2022 12:10,16,f,Pregnant ,46.4,NA,45416,Moderate ,Zoletil,2,4.31,NA,NA,NA,NA,NA,Neck,3,Good,37.3,N,Normal,Normal,NA,8/09/2022 12:10,8/09/2022 12:31,21.12,8/09/2022 13:17,0:46:08,NA,NA,NA,1:10:15,10.25,0,NA,NA,NA,NA,NA,16/04/2023,16/04/2023,NA,219.49,dead_unknown,NA,Died on the 16/4/23,NA,NA
DM47,Pole syringe,Eastern Collared Pig 60,NSW,Glen nevis,-29.923135,152.194711,11/09/2022 13:58,20,f,Pregnant ,52.4,NA,45415,Low ,Zoletil,2,3.82,NA,NA,NA,NA,NA,Neck,5,Deep,38.4,N,Normal,Normal,NA,11/09/2022 13:59,11/09/2022 14:20,20.97,11/09/2022 14:20,0:00:01,NA,NA,NA,0:25:59,25.98,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM48,Pole syringe,Eastern Collared Pig 61,NSW,Bowen’s NP Guy fawkes ,-29.91586,152.167986,16/09/2022 10:58,16,m,NANone SelectedNA,60.4,NA,45415,Moderate ,Zoletil,2,3.31,NA,NA,NA,NA,NA,Rump,7,Good,38.3,N,Normal,Normal,NA,16/09/2022 11:14,16/09/2022 11:58,44,16/09/2022 12:10,0:56:02,NA,NA,NA,0:19:03,19.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM49,Pole syringe,Eastern Collared Pig 29,NSW,Brown spur,-29.881327,152.279996,18/12/2022 9:26,15,m,NANone SelectedNA,75,NA,45416,Moderate ,Zoletil,2,2.67,NA,NA,NA,NA,NA,Rump,5,Good,37.8,N,Normal,Normal,NA,18/12/2022 9:26,18/12/2022 9:52,26.2,18/12/2022 10:52,0:59:11,NA,NA,NA,1:30:23,30.38,0,"Hughburt
Collar stopped working on the 10/9/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM50,Pole syringe,EasternCollared Pig 66,NSW,Indigo ,-29.982486,152.137736,8/02/2023 8:26,22,m,NANone SelectedNA,74.4,NA,45417,Low ,Zoletil,2,2.69,NA,NA,NA,NA,NA,Rump,3,Good,41.2,Y,Normal,Normal,NA,8/02/2023 8:26,8/02/2023 8:46,19.63,8/02/2023 9:19,0:32:32,NA,NA,NA,0:55:10,55.17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM51,Pole syringe,EasternCollared Pig 67,NSW,Oakwood,-29.891713,152.041384,9/02/2023 6:45,15,m,NANone SelectedNA,86.2,NA,45417,Moderate ,Zoletil,2.2,2.55,NA,NA,NA,NA,NA,Rump,4,Good,41.5,Y,Normal,Normal,NA,9/02/2023 6:45,9/02/2023 7:10,25.3,9/02/2023 7:36,0:26:01,NA,NA,NA,0:55:19,55.32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM52,Pole syringe,Eastern Collared Pig 63,NSW,Starlight ,-29.941294,152.173881,17/02/2023 7:44,20,f,Lactating ,51.4,NA,45415,Moderate ,Zoletil,2,3.89,NA,NA,NA,NA,NA,Rump,3,Good,40.1,Y,Normal,Normal,NA,17/02/2023 7:44,17/02/2023 8:08,24.1,17/02/2023 8:39,0:31:11,NA,NA,NA,0:58:17,58.28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM53,Pole syringe,Eastern Collared Pig 64,NSW,Starlight,-29.941093,152.173843,20/02/2023 13:50,24,m,NANone SelectedNA,63,NA,45416,High,Zoletil,2.1,3.33,NA,NA,NA,NA,NA,Rump,3,Good,40.3,Y,Normal,Deep,NA,20/02/2023 13:50,20/02/2023 14:08,18.1,20/02/2023 15:12,1:04:08,NA,NA,NA,1:25:14,25.23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM54,Pole syringe,Mt Hutton Collared Pig 1,QLD,Rocky Hills,-25.872317,148.303294,25/10/2021 15:15,25,f,Non Lactating ,49.4,NA,45415,Low ,Zoletil,2,4.05,NA,NA,NA,NA,NA,Rump,5,Good,39.4,N,Normal,Normal,NA,25/10/2021 15:13,25/10/2021 15:36,22.68,25/10/2021 16:39,1:03:08,NA,NA,NA,1:30:49,30.82,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM55,Pole syringe,Mt Hutton Collared Pig 2,QLD,Rocky hills,-25.872299,148.303062,26/10/2021 17:44,31,f,Non Lactating ,57.2,NA,45415,High,Zoletil,2.5,4.37,NA,NA,NA,NA,NA,Rump,12,Minimal ,40.6,Y,Panting ,Deep,NA,26/10/2021 17:44,26/10/2021 18:21,36.6,26/10/2021 19:40,1:19:54,NA,NA,NA,2:08:30,8.5,NA,6:06pm second jab time to induct from then 2 mins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM56,Pole syringe,Mt Hutton Collared Pig 3,QLD,Oakey creek dam,-25.733106,148.309233,28/10/2021 17:02,33,m,NANone SelectedNA,60.6,NA,45417,Low ,Zoletil,2,3.3,NA,NA,NA,NA,NA,Rump,4,Good,39.6,N,Normal,Normal,NA,28/10/2021 17:00,28/10/2021 17:21,21.07,28/10/2021 18:44,1:22:59,NA,NA,NA,1:48:03,48.05,0,Water applied at 5:23pm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM57,Pole syringe,Mt Hutton Collared Pig 4,QLD,Rocky Hills,-25.874979,148.284016,29/10/2021 6:24,24,m,NANone SelectedNA,81.5,NA,45417,Moderate ,Zoletil,2,2.45,NA,NA,NA,NA,NA,Rump,10,Good,39.3,N,Normal,Normal,NA,29/10/2021 6:24,29/10/2021 6:56,32.38,29/10/2021 7:45,0:48:29,NA,NA,NA,1:30:52,30.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM58,Pole syringe,Mt Hutton Collared Pig 5,QLD,Ninderra,-25.703099,148.363626,4/11/2021 15:50,28,f,Lactating ,55.6,NA,45415,Low ,Zoletil,2.2,3.96,NA,NA,NA,NA,NA,Rump,3,Good,38.9,N,Normal,Normal,NA,4/11/2021 15:49,4/11/2021 16:14,24.87,4/11/2021 17:00,0:46:15,NA,NA,NA,1:14:07,14.12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM59,Pole syringe,Mt Hutton Collared Pig 6,QLD,Rocky Hills,-25.875018,148.284429,6/11/2021 15:02,21,m,NANone SelectedNA,85.8,NA,45417,Low ,Zoletil,2.4,2.8,NA,NA,NA,NA,NA,Rump,5,Deep,37.4,N,Normal,Normal,NA,6/11/2021 15:02,6/11/2021 15:24,21.98,6/11/2021 16:08,0:44:09,NA,NA,NA,1:11:08,11.13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM60,Pole syringe,Mt Hutton Collared Pig 7,QLD,Rocky Hills,-25.932834,148.341731,25/11/2021 13:48,26,m,NANone SelectedNA,91.6,NA,45417,Low ,Zoletil,2.2,2.4,NA,NA,NA,NA,NA,Rump,3,Deep,37.8,N,Normal,Normal,NA,25/11/2021 13:48,25/11/2021 14:17,29.28,25/11/2021 16:39,2:21:47,NA,NA,NA,2:54:03,54.05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM61,Pole syringe,Mt Hutton Collared Pig 8,QLD,Glentulloch,-25.729933,148.422811,16/02/2022 16:48,30,m,NANone SelectedNA,121.4,NA,45417,Moderate ,Zoletil,2.5,2.06,NA,NA,NA,NA,NA,Rump,9,Deep,40.6,Y,Normal,Deep,NA,16/02/2022 16:54,16/02/2022 17:19,25.12,16/02/2022 18:36,1:17:27,NA,NA,NA,1:51:34,51.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM62,Pole syringe,Mt Hutton Collared Pig 9,QLD,"Glentulloch
",-25.729937,148.422718,24/02/2022 15:08,28,f,Pregnant ,62,NA,45416,Moderate ,Zoletil,2.1,3.39,NA,NA,NA,NA,NA,Rump,6,Good,38.8,N,Normal,Normal,NA,24/02/2022 15:08,24/02/2022 15:33,25.23,24/02/2022 16:18,0:44:10,NA,NA,NA,1:15:24,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM63,Pole syringe,Mt Hutton Collared Pig 10,QLD,Cobbadah,-25.793477,148.374481,21/03/2022 17:12,30,f,Non Lactating ,39,NA,45415,Low ,Zoletil,2,5.13,NA,NA,NA,NA,NA,Rump,8,Minimal ,40,Y,Rapid,Shallow,NA,21/03/2022 17:12,21/03/2022 17:31,19.25,21/03/2022 18:18,0:47:05,NA,NA,NA,1:14:20,14.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM64,Pole syringe,Mt Hutton Collared Pig 11,QLD,Glentulloch,-25.767853,148.388736,22/03/2022 16:53,37.8,m,NANone SelectedNA,63.6,NA,45416,Low ,Zoletil,2.1,3.3,NA,NA,NA,NA,NA,Rump,3,Deep,37.6,N,Normal,Normal,NA,22/03/2022 16:55,22/03/2022 17:11,16.53,22/03/2022 18:12,1:00:23,NA,NA,NA,1:19:55,19.92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM65,Pole syringe,Mt Hutton Collared Pig 12,QLD,Rocky hills,-25.875122,148.291903,23/03/2022 16:58,34,m,NANone SelectedNA,93.6,NA,45416,Low ,Zoletil,2.3,2.46,NA,NA,NA,NA,NA,Rump,4,Good,38.5,N,Normal,Normal,NA,23/03/2022 16:58,23/03/2022 17:18,19.73,23/03/2022 18:38,1:20:01,NA,NA,NA,1:43:45,43.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM66,Pole syringe,Mt Hutton Collared Pig 13,QLD,Cobbahdah,-25.796259,148.326244,28/03/2022 14:50,28,m,NANone SelectedNA,76.2,NA,45416,Low ,Zoletil,2.1,2.76,NA,NA,NA,NA,NA,Rump,3,Deep,38.5,N,Normal,Normal,NA,28/03/2022 14:50,28/03/2022 15:11,21.2,28/03/2022 16:13,1:01:46,NA,NA,NA,1:25:58,25.97,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM67,Pole syringe,Mt Hutton Collared Pig 14,QLD,Rocky hills,-25.932623,148.350265,14/07/2022 17:37,14,m,NANone SelectedNA,100.4,NA,45417,Low ,Zoletil,2.2,2.19,NA,NA,NA,NA,NA,Rump,4,Deep,37.2,N,Normal,Normal,NA,14/07/2022 18:00,14/07/2022 18:00,0.02,14/07/2022 18:43,0:43:01,NA,NA,NA,0:47:02,47.03,0,Recollared,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM68,Pole syringe,Mt Hutton Collared Pig 15,QLD,Crowman,-25.834598,148.300096,23/09/2022 9:01,15,f,Pregnant ,43,NA,45415,Moderate ,Zoletil,2,4.65,NA,NA,NA,NA,NA,Rump,6,Good,39.1,N,Normal,Normal,NA,23/09/2022 9:01,23/09/2022 9:20,19.23,23/09/2022 10:29,1:08:43,NA,NA,NA,1:33:57,33.95,NA,Trapped with four other fs for Santos work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM69,Pole syringe,Mt Hutton Collared Pig 16,QLD,Crowman,-25.822409,148.311683,24/09/2022 9:03,18,m,NANone SelectedNA,45,NA,45415,High,Zoletil,2,4.44,NA,NA,NA,NA,NA,Rump,3,Minimal ,40.8,Y,Rapid,Shallow,NA,24/09/2022 9:03,24/09/2022 9:23,19.62,24/09/2022 10:23,1:00:01,NA,NA,NA,1:22:38,22.63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM70,Pole syringe,Mt Hutton Collared Pig 17,QLD,Rocky hills,-25.933246,148.34189,26/09/2022 16:44,27,f,Pregnant ,112.8,NA,45417,Low ,Zoletil,2.4,2.13,NA,NA,NA,NA,NA,Rump,9,Good,40,Y,Normal,Normal,NA,26/09/2022 16:47,26/09/2022 17:16,29.57,26/09/2022 17:59,0:43:00,NA,NA,NA,1:21:34,21.57,NA,Heavily pregnant f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM71,Pole syringe,Mulgate Creek Collared Pig 1,NSW,Nioka,-30.234599,149.963036,20/07/2021 15:42,12,f,Pregnant ,103,NA,45417,Low ,Zoletil,2.1,2.04,NA,NA,NA,NA,NA,Rump,5,Minimal ,39.2,N,Normal,Normal,NA,20/07/2021 15:44,20/07/2021 16:10,25.42,20/07/2021 16:15,0:05:01,NA,NA,NA,0:35:27,35.45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM72,Pole syringe,Mulgate Creek Collared Pig 2,NSW,Nioka,-30.234537,149.96281,20/07/2021 16:12,12,f,Pregnant ,95.6,NA,45417,Moderate ,Zoletil,2.2,2.3,NA,NA,NA,NA,NA,Rump,5,Good,35.4,N,Normal,Normal,NA,20/07/2021 15:40,20/07/2021 16:16,35.38,20/07/2021 16:22,0:05:57,NA,NA,NA,0:46:20,46.33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM73,Pole syringe,Mulgate Creek Collared Pig 3,NSW,Llara,-30.253655,149.891453,21/07/2021 9:57,8,m,NANone SelectedNA,41,NA,45416,Moderate ,Zoletil,2,4.88,NA,NA,NA,NA,NA,Rump,3,Good,39,N,Normal,Normal,NA,21/07/2021 9:57,21/07/2021 10:08,10.97,21/07/2021 10:47,0:39:02,NA,NA,NA,0:52:59,52.98,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM74,Pole syringe,Mulgate Creek Collared Pig 4,NSW,Llara,-30.253026,149.873669,21/07/2021 11:15,10,f,Pregnant ,44.4,NA,45416,Moderate ,Zoletil,2,4.5,NA,NA,NA,NA,NA,Rump,4,Good,38.7,N,Normal,Normal,NA,21/07/2021 11:15,21/07/2021 11:30,15.4,21/07/2021 12:20,0:49:48,NA,NA,NA,1:09:12,9.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM75,Pole syringe,Mulgate Creek Collared Pig 5,NSW,Nioka,-30.245684,149.964887,4/02/2022 16:38,26,m,NANone SelectedNA,55.8,NA,45415,Low ,Zoletil,2,3.58,NA,NA,NA,NA,NA,Rump,8,Deep,39,N,Normal,Normal,NA,4/02/2022 16:38,4/02/2022 17:00,22.13,4/02/2022 18:33,1:32:47,NA,NA,NA,2:02:55,2.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM76,Pole syringe,Mulgate Creek Collared Pig 6,NSW,Nioka ,-30.238333,149.965483,4/02/2022 17:20,25,f,Pregnant ,64.4,NA,45417,Low ,Zoletil,2.1,3.26,NA,NA,NA,NA,NA,Rump,4,Deep,38.5,N,Normal,Normal,NA,4/02/2022 17:20,4/02/2022 17:39,18.95,4/02/2022 18:07,0:28:02,NA,NA,NA,0:50:59,50.98,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM77,Pole syringe,Mulgate Creek Collared Pig 7,NSW,Nioka,-30.238381,149.965439,5/02/2022 8:38,22,m,NANone SelectedNA,79.4,NA,45416,Moderate ,Zoletil,2,2.52,NA,NA,NA,NA,NA,Rump,12,Good,39.2,N,Normal,Normal,NA,5/02/2022 8:38,5/02/2022 9:09,31.57,5/02/2022 9:10,0:00:24,NA,NA,NA,0:43:58,43.97,NA,Collar had to have leather extension strap attached as original collar size was to small.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM78,Pole syringe,Mulgate Creek Collared Pig 8,NSW,Lara,-30.259547,149.864092,18/05/2022 10:22,17,f,Pregnant ,56,NA,45416,Low ,Zoletil,2.1,3.75,NA,NA,NA,NA,NA,Rump,4,Deep,38.4,N,Normal,Normal,NA,18/05/2022 10:22,18/05/2022 10:40,17.92,18/05/2022 11:30,0:50:01,NA,NA,NA,1:11:56,11.93,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM79,Pole syringe,Mulgate Creek Collared Pig 9,NSW,PBI,-30.263488,149.819648,24/05/2022 13:42,21,m,NANone SelectedNA,63.4,NA,45416,Moderate ,Zoletil,2,3.15,NA,NA,NA,NA,NA,Rump,3,Minimal ,39.9,N,Normal,Normal,NA,24/05/2022 13:42,24/05/2022 13:57,15.13,24/05/2022 15:06,1:09:23,NA,NA,NA,1:27:31,27.52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM80,Pole syringe,Bottletree April 2021 Collared Pig 1,QLD,Bottle Tree,-25.205778,148.817286,5/05/2021 16:27,24,m,NANone SelectedNA,62,NA,45416,Moderate ,Zoletil,2,3.23,NA,NA,NA,NA,NA,Rump,3,Good,38.8,N,Normal,Normal,NA,5/05/2021 16:27,5/05/2021 16:45,18.28,5/05/2021 17:58,1:12:51,NA,NA,NA,1:34:08,34.13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM81,Pole syringe,Bottletree April 2021 Collared Pig 2,QLD,bottle Tree,-25.226786,148.7747,6/05/2021 15:43,25,m,NANone SelectedNA,68.8,NA,45416,Moderate ,Zoletil,2,2.91,NA,NA,NA,NA,NA,Rump,4,Good,38.1,N,Normal,Normal,NA,6/05/2021 15:43,6/05/2021 16:05,22.23,6/05/2021 17:07,1:01:43,NA,NA,NA,1:27:57,27.95,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM82,Pole syringe,Bottletree April 2021 Collared Pig 3,QLD,Bottle Tree,-25.226786,148.7747,6/05/2021 15:46,25,m,NANone SelectedNA,57,NA,45416,Moderate ,Zoletil,2,3.51,NA,NA,NA,NA,NA,Rump,3,Good,38.5,N,Normal,Normal,NA,6/05/2021 15:46,6/05/2021 16:13,26.82,6/05/2021 16:34,0:20:48,NA,NA,NA,0:50:38,50.63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM83,Pole syringe,Bottletree Oct 2020 Collared Pig 1,QLD,Bottle Tree,-25.192354,148.839856,3/11/2020 17:28,34,m,NANone SelectedNA,89.4,NA,45416,Low ,Zoletil,2.4,2.68,NA,NA,NA,NA,NA,Rump,5,Good,38.3,N,Normal,Normal,NA,3/11/2020 17:35,3/11/2020 18:00,24.55,3/11/2020 18:45,0:44:51,NA,NA,NA,1:14:24,14.4,0:00:00,Two large abscess  under chin. One also on back left leg. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM84,Pole syringe,Bottletree Oct 2020 Collared Pig 2,QLD,Austral park,-25.097725,148.732224,4/11/2020 17:48,33,m,NANone SelectedNA,52.4,NA,45415,Low ,Zoletil,1.8,3.44,NA,NA,NA,NA,NA,Rump,4,Deep,39.8,N,Normal,Normal,NA,4/11/2020 17:48,4/11/2020 18:03,14.85,4/11/2020 18:03,0:00:02,NA,NA,NA,0:18:52,18.87,0,Trapped 11 other pigs with this collared pig ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM85,Pole syringe,Bottletree Oct 2020 Collared Pig 3,QLD,Austral Park,-25.085677,148.792906,4/11/2020 18:36,31,m,NANone SelectedNA,64.8,NA,45415,Low ,Zoletil,1.8,2.78,NA,NA,NA,NA,NA,Rump,4,Good,39.1,N,Normal,Normal,NA,4/11/2020 18:37,4/11/2020 18:50,12.97,4/11/2020 20:00,1:10:29,NA,NA,NA,1:27:27,27.45,0,Six other pigs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM86,Pole syringe,Bottletree Oct 2020 Collared Pig 4,QLD,Bottle tree,-25.163869,148.851665,5/11/2020 7:18,26,f,Pregnant ,88.4,NA,45416,Moderate ,Zoletil,2,2.26,NA,NA,NA,NA,NA,Rump,6,Good,38.1,N,Normal,Normal,NA,5/11/2020 7:18,5/11/2020 7:43,25.48,5/11/2020 8:21,0:37:57,NA,NA,NA,1:09:26,9.43,NA,9 other pigs trapped with collared f. All released to keep family group in tact. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM87,Pole syringe,Bottletree Oct 2020 Collared Pig 5,QLD,Bottle tree,-25.163404,148.850933,5/11/2020 7:44,26,f,Lactating ,55,NA,45414,Low ,Zoletil,2,3.64,NA,NA,NA,NA,NA,Rump,3,Good,37.8,N,Normal,Normal,NA,5/11/2020 7:23,5/11/2020 7:46,23.27,5/11/2020 8:34,0:48:02,NA,NA,NA,1:14:18,14.3,0,9 other pigs trapped with collared f. All released to keep family group in tact. Recollared f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM88,Pole syringe,Bottletree Oct 2020 Collared Pig 6,QLD,Bottle tree,-25.224727,148.768569,6/11/2020 6:09,17,f,Pregnant ,70,NA,45415,Low ,Zoletil,2,2.86,NA,NA,NA,NA,NA,Rump,5,Deep,37.6,N,Normal,Normal,NA,6/11/2020 5:54,6/11/2020 6:13,19.07,6/11/2020 7:11,0:57:30,NA,NA,NA,1:21:34,21.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
