ID,Capture method,Name,State,Site,Latitude,Longitude,Date,Ambient temp,Sex,Female breeding condition ,Mass (kg),Mass estimated,Body condition score,Stress level ,Drug(s),Dose: Zoletil (mL),Dose: Zoletil (mg/kg),Dose: Xylazine (mL),Dose: Xylazine (mg/kg),Dose: yohimbine (mg),Dose: yohimbine (mg/kg),Dose:atipamezole (mg),Dose:atipamezole (mg/kg),Drug admin site,Induction duration (min:sec),Induction duration (min),Depth Of Anaesthesia,Temp_body,Hyperthermia (Y/N),Respiratory rate ,Respiratory depth ,Heart rate ,Time of restraint,Time of release,Handling duration (min:sec),Handling duration (min),Time standing,Recovery duration (min:sec),Notes on recovery,Reversal time (min),Total duration (min:sec),Total duration (min),Injury,Injury type,n_in_trap,tags_in_trap,last_usable_fix,collar_in_hand,mortality,Collar end date,Capture-death duration,Collar shed,fate,notes_on_collar_recovery,notes_on_capture,Doses,Collar data,,,,,,,,,
SC11,Manual,Bingara Collared Pig 11,NSW,Bingara,-29.757562,150.480041,2/13/2025,22,m,NA,-,,3,,,,,,,,,,,,,-,,39.8,Y,,,,1:03:40,1:06:45,03:05,3.08,,,,,0:03:05,3.08,2,bleeding from deep cut between tail and anus. Wound was present already present on arrival but fresh from the night in the trap.,15,,,,-,,,,alive,,Water has been poured over the body while in the trap and prior to release.,,,,,,,,,,,
SC12,Manual,Bingara Collared Pig 12,NSW,Bingara,-29.749766,150.485982,2/14/2025,21,m,NA,-,,3,,,,,,,,,,,,,-,,39.5,N,,,,0:14:51,0:18:12,03:21,3.35,,,,,0:03:21,3.35,0,,3,,,,-,,,,alive,,"difficulty to breath, moved slowly upon release, seemed winded",,,,,,,,,,,
SC13,Manual,Bingara Collared Pig 13,NSW,Bingara,-29.749766,150.485982,2/14/2025,21,f,pregnant,-,,3,,,,,,,,,,,,,-,,39.5,N,,,,0:27:02,0:29:50,02:48,2.80,,,,,0:02:48,2.80,0,,3,,,,-,,,,alive,,,,,,,,,,,,,
SC14,Manual,Bingara Collared Pig 14,NSW,Bingara,-29.749766,150.485982,2/14/2025,21,m,NA,-,,3,,,,,,,,,,,,,-,,39.3,N,,,,0:30:09,0:34:00,03:51,3.85,,,,,0:03:51,3.85,1,small cut on snout from hitting trap prior to handling,3,,,,-,,,,alive,,,,,,,,,,,,,
DM10,Pole syringe,Bunya Collared Pig 15,QLD,Russel park,-26.895773,151.59552,7/3/2024,10,m,-None Selected-,104.00,,45416,Moderate ,Zoletil,2.10,2.02,,,,,,,Rump,07:00,,Good,-,,Normal,Normal,,7/3/2024 16:59,7/3/2024 17:17,18:02,18.03,7/3/2024 18:02,0:45:03,,,1:10:05,10.08,,,,,,,,,,,,,,,,,,,,,,,,
DM09,Pole syringe,Bunya Collared Pig 14,QLD,Russel Park,-26.895991,151.59576,6/5/2024,12,f,Pregnant ,65.80,,45416,Moderate ,Zoletil,2.00,3.04,,,,,,,Rump,04:00,,Minimal ,40,Y,Normal,Normal,,6/5/2024 10:25,6/5/2024 10:25,00:08,0.13,6/5/2024 10:25,0:00:02,,,0:04:10,4.17,0,,,,,,,,,,,,,,,,,,,,,,,
DM08,Pole syringe,Bunya Collared Pig 13,QLD,Russel PARK,-26.895797,151.595552,6/5/2024,12,m,-None Selected-,81.00,,45416,High,Zoletil,2.00,2.47,,,,,,,Rump,07:00,,Minimal ,40,Y,Normal,Shallow,,6/5/2024 9:49,6/5/2024 10:15,26:07,26.12,6/5/2024 10:15,0:00:02,,,0:33:09,33.15,,,,,,,,,,,,,,,,,,,,,,,,
DM07,Pole syringe,Bunya Collared Pig 12,QLD,Wenhems,-26.892981,151.550766,3/21/2024,23,m,-None Selected-,52.00,,45416,Moderate ,Zoletil,2.00,3.85,,,,,,,Rump,11:00,,Minimal ,-,,Normal,Normal,,3/21/2024 8:55,3/21/2024 9:16,21:05,21.08,3/21/2024 11:11,1:55:12,,,2:27:18,27.30,,"No temp, thermometer broken",,,,,,,,,,,,,,,,,,,,,,
DM06,Pole syringe,Bunya Collared Pig 11,QLD,Nations ,-26.928728,151.574507,3/5/2024,27,m,-None Selected-,82.80,,45416,Moderate ,Zoletil,2.00,2.42,,,,,,,Rump,03:00,,Good,42.6,Y,Normal,Normal,,3/5/2024 17:08,3/5/2024 17:24,16:18,16.30,3/5/2024 17:55,0:31:00,,,0:50:18,50.30,0,,,,,,,,,,,,,,,,,,,,,,,
DM05,Pole syringe,Bunya Collared Pig 10,QLD,Russel park ,-26.895835,151.595637,11/27/2023,23,f,Lactating ,67.70,,45415,Moderate ,Zoletil,2.10,3.10,,,,,,,Rump,05:00,,Good,40,Y,Normal,Normal,,11/27/2023 13:20,11/27/2023 13:34,14:14,14.23,11/27/2023 14:04,0:29:16,,,0:48:30,48.50,0,,,,,,,,,,,,,,,,,,,,,,,
DM04,Pole syringe,Bunya Collared Pig 9,QLD,Irwins,-26.871014,151.53591,11/24/2023,24,m,-None Selected-,50.00,,45415,Moderate ,Zoletil,2.00,4.00,,,,,,,Rump,04:00,,Deep,39.2,N,Normal,Normal,,11/24/2023 9:54,11/24/2023 10:10,16:18,16.30,11/24/2023 10:41,0:31:14,,,0:51:32,51.53,0,,,,,,,,,,,,,,,,,,,,,,,
DM03,Pole syringe,Bunya Collared Pig 8,QLD,Irwins,-26.871043,151.535768,11/24/2023,23,f,Lactating ,53.00,,45414,Low ,Zoletil,2.00,3.77,,,,,,,Rump,04:00,,Deep,39.4,N,Normal,Normal,,11/24/2023 9:00,11/24/2023 10:02,02:14,2.23,11/24/2023 10:51,0:48:11,,,1:54:25,54.42,0,,,,,,,,,,,,,,,,,,,,,,,
DM02,Pole syringe,Bunya Collared Pig 7,QLD,Wattlegrove,-26.852512,151.514226,11/24/2023,21,m,-None Selected-,92.80,,45416,Moderate ,Zoletil,2.00,2.16,,,,,,,Rump,06:00,,Good,40,Y,Normal,Normal,,11/24/2023 8:38,11/24/2023 8:55,16:44,16.73,11/24/2023 8:55,0:00:30,,,0:23:14,23.23,,,,,,,,,,,,,,,,,,,,,,,,
DM01,Pole syringe,Bunya Collared Pig 3,QLD,Marbehvale,-26.793529,151.448498,5/22/2023,21,m,-None Selected-,92.80,,45416,Moderate ,Zoletil,2.10,2.26,,,,,,,Rump,04:00,,Good,39.6,N,Normal,Normal,,5/22/2023 13:30,5/22/2023 13:54,23:54,23.90,5/22/2023 14:40,0:45:35,,,1:13:29,13.48,0,,,,,,,,,,,,,,,,,,,,,,,
DM70,Pole syringe,Mt Hutton Collared Pig 17,QLD,Rocky hills,-25.933246,148.34189,9/26/2022,27,f,Pregnant ,112.80,,45417,Low ,Zoletil,2.40,2.13,,,,,,,Rump,09:00,,Good,40,Y,Normal,Normal,,9/26/2022 16:47,9/26/2022 17:16,29:34,29.57,9/26/2022 17:59,0:43:00,,,1:21:34,21.57,,Heavily pregnant f,,,,,,,,,,,,,,,,,,,,,,
DM69,Pole syringe,Mt Hutton Collared Pig 16,QLD,Crowman,-25.822409,148.311683,9/24/2022,18,m,-None Selected-,45.00,,45415,High,Zoletil,2.00,4.44,,,,,,,Rump,03:00,,Minimal ,40.8,Y,Rapid,Shallow,,9/24/2022 9:03,9/24/2022 9:23,19:37,19.62,9/24/2022 10:23,1:00:01,,,1:22:38,22.63,0,,,,,,,,,,,,,,,,,,,,,,,
DM68,Pole syringe,Mt Hutton Collared Pig 15,QLD,Crowman,-25.834598,148.300096,9/23/2022,15,f,Pregnant ,43.00,,45415,Moderate ,Zoletil,2.00,4.65,,,,,,,Rump,06:00,,Good,39.1,N,Normal,Normal,,9/23/2022 9:01,9/23/2022 9:20,19:14,19.23,9/23/2022 10:29,1:08:43,,,1:33:57,33.95,,Trapped with four other fs for Santos work,,,,,,,,,,,,,,,,,,,,,,
DM67,Pole syringe,Mt Hutton Collared Pig 14,QLD,Rocky hills,-25.932623,148.350265,7/14/2022,14,m,-None Selected-,100.40,,45417,Low ,Zoletil,2.20,2.19,,,,,,,Rump,04:00,,Deep,37.2,N,Normal,Normal,,7/14/2022 18:00,7/14/2022 18:00,00:01,0.02,7/14/2022 18:43,0:43:01,,,0:47:02,47.03,0,Recollared,,,,,,,,,,,,,,,,,,,,,,
DM66,Pole syringe,Mt Hutton Collared Pig 13,QLD,Cobbahdah,-25.796259,148.326244,3/28/2022,28,m,-None Selected-,76.20,,45416,Low ,Zoletil,2.10,2.76,,,,,,,Rump,03:00,,Deep,38.5,N,Normal,Normal,,3/28/2022 14:50,3/28/2022 15:11,21:12,21.20,3/28/2022 16:13,1:01:46,,,1:25:58,25.97,0,,,,,,,,,,,,,,,,,,,,,,,
DM65,Pole syringe,Mt Hutton Collared Pig 12,QLD,Rocky hills,-25.875122,148.291903,3/23/2022,34,m,-None Selected-,93.60,,45416,Low ,Zoletil,2.30,2.46,,,,,,,Rump,04:00,,Good,38.5,N,Normal,Normal,,3/23/2022 16:58,3/23/2022 17:18,19:44,19.73,3/23/2022 18:38,1:20:01,,,1:43:45,43.75,0,,,,,,,,,,,,,,,,,,,,,,,
DM64,Pole syringe,Mt Hutton Collared Pig 11,QLD,Glentulloch,-25.767853,148.388736,3/22/2022,37.8,m,-None Selected-,63.60,,45416,Low ,Zoletil,2.10,3.30,,,,,,,Rump,03:00,,Deep,37.6,N,Normal,Normal,,3/22/2022 16:55,3/22/2022 17:11,16:32,16.53,3/22/2022 18:12,1:00:23,,,1:19:55,19.92,0,,,,,,,,,,,,,,,,,,,,,,,
DM63,Pole syringe,Mt Hutton Collared Pig 10,QLD,Cobbadah,-25.793477,148.374481,3/21/2022,30,f,Non Lactating ,39.00,,45415,Low ,Zoletil,2.00,5.13,,,,,,,Rump,08:00,,Minimal ,40,Y,Rapid,Shallow,,3/21/2022 17:12,3/21/2022 17:31,19:15,19.25,3/21/2022 18:18,0:47:05,,,1:14:20,14.33,,,,,,,,,,,,,,,,,,,,,,,,
DM62,Pole syringe,Mt Hutton Collared Pig 9,QLD,"Glentulloch
",-25.729937,148.422718,2/24/2022,28,f,Pregnant ,62.00,,45416,Moderate ,Zoletil,2.10,3.39,,,,,,,Rump,06:00,,Good,38.8,N,Normal,Normal,,2/24/2022 15:08,2/24/2022 15:33,25:14,25.23,2/24/2022 16:18,0:44:10,,,1:15:24,15.40,,,,,,,,,,,,,,,,,,,,,,,,
DM61,Pole syringe,Mt Hutton Collared Pig 8,QLD,Glentulloch,-25.729933,148.422811,2/16/2022,30,m,-None Selected-,121.40,,45417,Moderate ,Zoletil,2.50,2.06,,,,,,,Rump,09:00,,Deep,40.6,Y,Normal,Deep,,2/16/2022 16:54,2/16/2022 17:19,25:07,25.12,2/16/2022 18:36,1:17:27,,,1:51:34,51.57,,,,,,,,,,,,,,,,,,,,,,,,
DM60,Pole syringe,Mt Hutton Collared Pig 7,QLD,Rocky Hills,-25.932834,148.341731,11/25/2021,26,m,-None Selected-,91.60,,45417,Low ,Zoletil,2.20,2.40,,,,,,,Rump,03:00,,Deep,37.8,N,Normal,Normal,,11/25/2021 13:48,11/25/2021 14:17,29:17,29.28,11/25/2021 16:39,2:21:47,,,2:54:03,54.05,0,,,,,,,,,,,,,,,,,,,,,,,
DM59,Pole syringe,Mt Hutton Collared Pig 6,QLD,Rocky Hills,-25.875018,148.284429,11/6/2021,21,m,-None Selected-,85.80,,45417,Low ,Zoletil,2.40,2.80,,,,,,,Rump,05:00,,Deep,37.4,N,Normal,Normal,,11/6/2021 15:02,11/6/2021 15:24,21:59,21.98,11/6/2021 16:08,0:44:09,,,1:11:08,11.13,0,,,,,,,,,,,,,,,,,,,,,,,
DM58,Pole syringe,Mt Hutton Collared Pig 5,QLD,Ninderra,-25.703099,148.363626,11/4/2021,28,f,Lactating ,55.60,,45415,Low ,Zoletil,2.20,3.96,,,,,,,Rump,03:00,,Good,38.9,N,Normal,Normal,,11/4/2021 15:49,11/4/2021 16:14,24:52,24.87,11/4/2021 17:00,0:46:15,,,1:14:07,14.12,0,,,,,,,,,,,,,,,,,,,,,,,
DM57,Pole syringe,Mt Hutton Collared Pig 4,QLD,Rocky Hills,-25.874979,148.284016,10/29/2021,24,m,-None Selected-,81.50,,45417,Moderate ,Zoletil,2.00,2.45,,,,,,,Rump,10:00,,Good,39.3,N,Normal,Normal,,10/29/2021 6:24,10/29/2021 6:56,32:23,32.38,10/29/2021 7:45,0:48:29,,,1:30:52,30.87,,,,,,,,,,,,,,,,,,,,,,,,
DM56,Pole syringe,Mt Hutton Collared Pig 3,QLD,Oakey creek dam,-25.733106,148.309233,10/28/2021,33,m,-None Selected-,60.60,,45417,Low ,Zoletil,2.00,3.30,,,,,,,Rump,04:00,,Good,39.6,N,Normal,Normal,,10/28/2021 17:00,10/28/2021 17:21,21:04,21.07,10/28/2021 18:44,1:22:59,,,1:48:03,48.05,0,Water applied at 5:23pm,,,,,,,,,,,,,,,,,,,,,,
DM55,Pole syringe,Mt Hutton Collared Pig 2,QLD,Rocky hills,-25.872299,148.303062,10/26/2021,31,f,Non Lactating ,57.20,,45415,High,Zoletil,2.50,4.37,,,,,,,Rump,12:00,,Minimal ,40.6,Y,Panting ,Deep,,10/26/2021 17:44,10/26/2021 18:21,36:36,36.60,10/26/2021 19:40,1:19:54,,,2:08:30,8.50,,6:06pm second jab time to induct from then 2 mins,,,,,,,,,,,,,,,,,,,,,,
DM54,Pole syringe,Mt Hutton Collared Pig 1,QLD,Rocky Hills,-25.872317,148.303294,10/25/2021,25,f,Non Lactating ,49.40,,45415,Low ,Zoletil,2.00,4.05,,,,,,,Rump,05:00,,Good,39.4,N,Normal,Normal,,10/25/2021 15:13,10/25/2021 15:36,22:41,22.68,10/25/2021 16:39,1:03:08,,,1:30:49,30.82,0,,,,,,,,,,,,,,,,,,,,,,,
DM82,Pole syringe,Bottletree April 2021 Collared Pig 3,QLD,Bottle Tree,-25.226786,148.7747,5/6/2021,25,m,-None Selected-,57.00,,45416,Moderate ,Zoletil,2.00,3.51,,,,,,,Rump,03:00,,Good,38.5,N,Normal,Normal,,5/6/2021 15:46,5/6/2021 16:13,26:49,26.82,5/6/2021 16:34,0:20:48,,,0:50:38,50.63,0,,,,,,,,,,,,,,,,,,,,,,,
DM81,Pole syringe,Bottletree April 2021 Collared Pig 2,QLD,bottle Tree,-25.226786,148.7747,5/6/2021,25,m,-None Selected-,68.80,,45416,Moderate ,Zoletil,2.00,2.91,,,,,,,Rump,04:00,,Good,38.1,N,Normal,Normal,,5/6/2021 15:43,5/6/2021 16:05,22:14,22.23,5/6/2021 17:07,1:01:43,,,1:27:57,27.95,0,,,,,,,,,,,,,,,,,,,,,,,
DM80,Pole syringe,Bottletree April 2021 Collared Pig 1,QLD,Bottle Tree,-25.205778,148.817286,5/5/2021,24,m,-None Selected-,62.00,,45416,Moderate ,Zoletil,2.00,3.23,,,,,,,Rump,03:00,,Good,38.8,N,Normal,Normal,,5/5/2021 16:27,5/5/2021 16:45,18:17,18.28,5/5/2021 17:58,1:12:51,,,1:34:08,34.13,0,,,,,,,,,,,,,,,,,,,,,,,
PC001,Darting,Shelly,WA,Northcliffe,-34.67905,116.24004,11/19/2014,16.9,F,No,33.00,,,,Zoletil/Xylazine,240.00,7.27,120.00,3.64,3.00,0.09,-,-,Rump,,42.00,Nil,-,,,,,,,30:00,30.00,,,,300.00,,372.00,,,,,,,2/3/2015,2/3/2015,76.00,,Dies in fire,,"Darted forward of rear leg, possible peritoneal cavity administration",2,Yes,,,,,,,,,
PC002,Darting,Cathy,WA,Northcliffe,-34.71918,116.27244,11/26/2014,20,F,Yes,41.00,,,,Zoletil/Xylazine,160.00,3.90,80.00,1.95,2.00,0.05,-,-,Rump,,7.00,Medium - Responsive to external stimuli,38.5,N,,,,,,43:00,43.00,,,,36.00,,86.00,,,,,,,Unknown after 7 days,12/3/2014,,7.00,,,,1,Yes,,,,,,,,,
PC005,Darting,Brutus,WA,Northcliffe,-34.69174,116.24012,12/13/2014,16.8,M,-,73.00,,,,Zoletil/Xylazine,200.00,2.74,100.00,1.37,3.50,0.05,-,-,Rump,,3.00,,38,N,32,,56,,,53:00,53.00,,,,23.00,,79.00,,,,,,,2/3/2015,2/3/2015,52.00,,Dies in fire,,,1,Yes,,,,,,,,,
PC007,Darting,Boris,WA,Northcliffe,-34.76715,117.12141,4/9/2015,22.8,M,-,110.00,,,,Zoletil/Xylazine,400.00,3.64,200.00,1.82,10.00,0.09,-,-,Rump,,20.00,,-,,16,,64,,,37:00,37.00,,,"Started snoring after fitment of collar, lots of fat on body. Excessinve fat slowing induction and recovery?",74.00,,131.00,,,,,,,Unknown after 48 days,5/27/2015,,48.00,,,,1,Yes,,,,,,,,,
PC008,Darting,Daisy,WA,Northcliffe,-34.75802,117.03861,4/23/2015,15.1,F,Yes,46.00,,,,Zoletil/Xylazine,100.00,2.17,100.00,2.17,4.50,0.10,-,-,Rump,,7.00,,37.9,N,24,,152,,,46:00,46.00,,,,15.00,,68.00,,,,,,,Unknown after 43 days,6/5/2015,,43.00,,,,1,Yes,,,,,,,,,
PC009,Darting,Molly,WA,Northcliffe,-34.75802,117.03861,4/23/2015,15.1,F,Yes,46.00,,,,Zoletil/Xylazine,90.00,1.96,90.00,1.96,4.50,0.10,-,-,Rump,,8.00,,37.3,N,24,,124,,,45:00,45.00,,,,8.00,,61.00,,,,,,,11/16/2016,11/16/2016,573.00,,Shot,,,1,Yes,,,,,,,,,
DM83,Pole syringe,Bottletree Oct 2020 Collared Pig 1,QLD,Bottle Tree,-25.192354,148.839856,11/3/2020,34,m,-None Selected-,89.40,,45416,Low ,Zoletil,2.40,2.68,,#DIV/0!,,,,,Rump,05:00,,Good,38.3,N,Normal,Normal,,11/3/2020 17:35,11/3/2020 18:00,24:33,24.55,11/3/2020 18:45,0:44:51,,,1:14:24,14.40,0:00:00,Two large abscess  under chin. One also on back left leg. ,,,,,,,,,,,,,,,,,,,,,,
DM84,Pole syringe,Bottletree Oct 2020 Collared Pig 2,QLD,Austral park,-25.097725,148.732224,11/4/2020,33,m,-None Selected-,52.40,,45415,Low ,Zoletil,1.80,3.44,,#DIV/0!,,,,,Rump,04:00,,Deep,39.8,N,Normal,Normal,,11/4/2020 17:48,11/4/2020 18:03,14:51,14.85,11/4/2020 18:03,0:00:02,,,0:18:52,18.87,0,Trapped 11 other pigs with this collared pig ,,,,,,,,,,,,,,,,,,,,,,
DM85,Pole syringe,Bottletree Oct 2020 Collared Pig 3,QLD,Austral Park,-25.085677,148.792906,11/4/2020,31,m,-None Selected-,64.80,,45415,Low ,Zoletil,1.80,2.78,,#DIV/0!,,,,,Rump,04:00,,Good,39.1,N,Normal,Normal,,11/4/2020 18:37,11/4/2020 18:50,12:58,12.97,11/4/2020 20:00,1:10:29,,,1:27:27,27.45,0,Six other pigs,,,,,,,,,,,,,,,,,,,,,,
DM86,Pole syringe,Bottletree Oct 2020 Collared Pig 4,QLD,Bottle tree,-25.163869,148.851665,11/5/2020,26,f,Pregnant ,88.40,,45416,Moderate ,Zoletil,2.00,2.26,,1.33,,,,,Rump,06:00,,Good,38.1,N,Normal,Normal,,11/5/2020 7:18,11/5/2020 7:43,25:29,25.48,11/5/2020 8:21,0:37:57,,,1:09:26,9.43,,9 other pigs trapped with collared f. All released to keep family group in tact. ,,,,,,,,,,,,,,,,,,,,,,
DM87,Pole syringe,Bottletree Oct 2020 Collared Pig 5,QLD,Bottle tree,-25.163404,148.850933,11/5/2020,26,f,Lactating ,55.00,,45414,Low ,Zoletil,2.00,3.64,,#DIV/0!,,,,,Rump,03:00,,Good,37.8,N,Normal,Normal,,11/5/2020 7:23,11/5/2020 7:46,23:16,23.27,11/5/2020 8:34,0:48:02,,,1:14:18,14.30,0,9 other pigs trapped with collared f. All released to keep family group in tact. Recollared f,,,,,,,,,,,,,,,,,,,,,,
DM88,Pole syringe,Bottletree Oct 2020 Collared Pig 6,QLD,Bottle tree,-25.224727,148.768569,11/6/2020,17,f,Pregnant ,70.00,,45415,Low ,Zoletil,2.00,2.86,,#DIV/0!,,,,,Rump,05:00,,Deep,37.6,N,Normal,Normal,,11/6/2020 5:54,11/6/2020 6:13,19:04,19.07,11/6/2020 7:11,0:57:30,,,1:21:34,21.57,,,,,,,,,,,,,,,,,,,,,,,,
PC010,Darting,Iron Mike,WA,Northcliffe,-34.50901,116.36551,4/24/2015,18.5,M,-,109.00,,,,Zoletil/Xylazine,220.00,2.02,220.00,2.02,10.00,0.09,-,-,Rump,,10.00,,-,,,,,,,42:00,42.00,,,,1.00,,53.00,,,,,,,11/22/2016,11/22/2016,578.00,,Trapped,,,1,Yes,,,,,,,,,
PC011,Darting,Babe,WA,Northcliffe,-34.50901,116.36551,4/24/2015,17.1,M,-,26.00,,,,Zoletil/Xylazine,45.00,1.73,45.00,1.73,-,-,-,-,Rump,,3.00,"Medium - recovered consciousness during collaring, physically restrained",-,,,,,,,-,-,,,,-,,8.00,,,,,,,5/1/2015,5/1/2015,7.00,,Veh strike,,,1,No - very short deployment,,,,,,,,,
PC012,Darting,Babe's friend,WA,Northcliffe,-34.59191,116.35,4/24/2015,17.1,F,No,22.50,,,,Zoletil/Xylazine,45.00,2.00,45.00,2.00,-,-,-,-,Rump,,3.00,,-,,,,,,,-,-,,,,-,,,,,,,,,4/24/2015,-,0.00,,Trapped,,,1,No - not collared,,,,,,,,,
PC013,Darting,Charlotte,WA,Northcliffe,-34.69483,116.62993,5/6/2015,16.7,F,Yes,45.00,,,,Zoletil/Xylazine,80.00,1.78,80.00,1.78,4.00,0.09,-,-,Rump,,4.00,,38.4,N,28,,60,,,31:00,31.00,,,,21.00,,56.00,,,,,,,Unknown after -42130 days,,,,,,,1,No - data missing,,,,,,,,,
PC014,Darting,Shazza,WA,Northcliffe,-34.52253,116.48694,5/28/2015,10,F,Yes,62.00,,,,Zoletil/Xylazine,140.00,2.26,140.00,2.26,-,-,-,-,Rump,,3.00,Light - Additional 0.7ml administered at 20 min post darting (still responsive to stimuli but mostly recumbent),-,,,,,,,-,-,,,,-,,77.00,,,,,,,6/8/2016,6/8/2016,377.00,,Trapped,,,2,No - issues with data,,,,,,,,,
PC015,Darting,Squirt,WA,Northcliffe,-34.52253,116.48694,5/28/2015,10,M,-,32.00,,,,Zoletil/Xylazine,80.00,2.50,80.00,2.50,-,-,-,-,Rump,,2.00,"Good, sedated quickly",-,,,,,,,-,-,,,,-,,50.00,,,,,,,6/7/2016,6/7/2016,376.00,,Trapped,,,1,Yes,,,,,,,,,
PC016,Darting,Eddy,WA,Northcliffe,-34.63367,116.3469,5/29/2015,6.1,M,-,66.00,,,,Zoletil/Xylazine,120.00,1.82,120.00,1.82,-,-,-,-,Rump,,10.00,,-,,,,,,,-,-,,,,-,,51.00,,"Left eye closed with pus coming out, old injury, stick?",,,,,Unknown after 0 days,5/29/2015,,0.00,,,,1,Yes,,,,,,,,,
PC017,Darting,Lenni,WA,Northcliffe,-34.64323,116.31983,6/3/2015,17.9,F,Yes,47.00,,,,Zoletil/Xylazine,90.00,1.91,90.00,1.91,4.50,0.10,-,-,Rump,,3.00,Good - text book induction,-,,44,,60,,,29:00,29.00,,,Smooth recovery,14.00,,46.00,,,,,,,11/3/2015,11/3/2015,153.00,,Trapped,,,2,Yes,,,,,,,,,
PC018,Darting,Pig5,WA,Perth region,-31.60435,116.10781,12/28/2015,11.7,M,-,22.00,,,,Zoletil/Xylazine,100.00,4.55,100.00,4.55,-,-,-,-,Rump,,4.00,,37.3,N,24,,92,,,-,-,,,,-,,73.00,,,,,,,12/28/2015,-,0.00,,Shot after sedation,,"Darted twice by mistake, received double dose. ",2,No - not collared,,,,,,,,,
PC019,Darting,Pig6,WA,Perth region,-31.60435,116.10781,12/28/2015,11.7,F,Yes,38.00,,,,Zoletil/Xylazine,70.00,1.84,70.00,1.84,-,-,-,-,Rump,,7.00,,36,N,28,,66,,,-,-,,,,-,,52.00,,,,,,,12/28/2015,-,0.00,,Shot after sedation,,,1,No - not collared,,,,,,,,,
PC020,Darting,Pig7,WA,Perth region,-31.60435,116.10781,12/28/2015,11.7,M,-,22.50,,,,Zoletil/Xylazine,60.00,2.67,60.00,2.67,-,-,-,-,Rump,,10.00,,37.5,N,16,,92,,,-,-,,,,-,,60.00,,,,,,,12/28/2015,-,0.00,,Shot after sedation,,,1,No - not collared,,,,,,,,,
PC021,Darting,Pig2,WA,Perth region,-31.60435,116.10781,12/28/2015,11.7,F,No,16.00,,,,Zoletil/Xylazine,100.00,6.25,100.00,6.25,-,-,-,-,Rump,,28.00,Light - Given second top up dose at about 3:10(double dosed). ,34.6,N,32,,76,,,-,-,,,,-,,73.00,,,,,,,12/28/2015,-,0.00,,Shot after sedation,,,2,No - not collared,,,,,,,,,
PC022,Darting,Arnie,WA,Perth region,-31.60435,116.10781,12/31/2015,18,M,-,62.00,,,,Zoletil/Xylazine,240.00,3.87,240.00,3.87,6.00,0.10,-,-,Rump,,1.00,"Medium - Roo in trap stirring pig up, roo removed from trap at 1:08, second full dose administered at 1:20. ",40,,28,,132,,,58:00,58.00,,,,2.00,,61.00,,,,,,,4/22/2016,4/22/2016,113.00,,Trapped,,,2,"No - missed this, can provide",,,,,,,,,
PC023,Darting,Lucky,WA,Northcliffe,-34.75774,116.19237,2/5/2016,27.2,M,-,42.00,,,,Zoletil/Xylazine,180.00,4.29,180.00,4.29,9.00,0.21,-,-,Rump,,10.00,,39.9,,44,,72,,,45:00,45.00,,,,63.00,,118.00,,,,,,,3/24/2016,3/24/2016,48.00,,Trapped,,"First dart ""missed"" and injected just above scrotum, became reactive/responsive when weighing.. ",2,Yes,,,,,,,,,
PC024,Darting,Honey,WA,Northcliffe,-34.75774,116.19237,2/5/2016,27.2,F,No,32.00,,,,Zoletil/Xylazine,70.00,2.19,70.00,2.19,3.50,0.11,-,-,Rump,,8.00,,39.7,,28,,84,,,41:00,41.00,,,,3.00,,52.00,,,,,,,Unknown after 88 days,5/3/2016,,88.00,,,,1,Yes,,,,,,,,,
PC025,Darting,Hannah,WA,Northcliffe,-34.76067,116.19182,2/10/2016,28.2,F,No,31.00,,,,Zoletil/Xylazine,70.00,2.26,70.00,2.26,3.50,0.11,-,-,Rump,,3.00,,42+,,104,,76,,,18:00,18.00,,,,7.00,,28.00,,,,,,,Unknown after 30 days,3/11/2016,,30.00,,,,1,"No - missed this, can provide",,,,,,,,,
PC026,Darting,Jaws,WA,Northcliffe,-34.75774,116.19237,2/10/2016,27.2,M,-,58.00,,,,Zoletil/Xylazine,120.00,2.07,120.00,2.07,6.00,0.10,-,-,Rump,,4.00,,40,,28,,112,,,37:00,37.00,,,Thrashing at 17:45 on feet at 17:53,18.00,,59.00,,,,,,,Unknown after 106 days,5/26/2016,,,Shot (hunters),,,1,Yes,,,,,,,,,
PC027,Darting,Rosie,WA,Northcliffe,-34.7667,116.19158,2/26/2016,28.3,F,No,34.50,,,,Zoletil/Xylazine,70.00,2.03,70.00,2.03,3.50,0.10,-,-,Rump,,3.00,,40.3,,32,,104,,,37:00,37.00,,,,4.00,,44.00,,,,,,,Unknown after 14 days,3/11/2016,,14.00,,,,1,Yes,,,,,,,,,
PC028,Darting,Hayley,WA,Northcliffe,-34.7667,116.19158,2/26/2016,28.3,F,No,32.00,,,,Zoletil/Xylazine,60.00,1.88,60.00,1.88,3.00,0.09,-,-,Rump,,2.00,,39.6,N,24,,108,,,39:00,39.00,,,Recovered during collar fitment. ,-,,32.00,,,,,,,Unknown after 14 days,3/11/2016,,14.00,,,,1,Yes,,,,,,,,,
PC029,Darting,Hippo,WA,Northcliffe,-34.75774,116.19237,3/24/2016,20.2,M,-,67.00,,,,Zoletil/Xylazine,180.00,2.69,180.00,2.69,9.00,0.13,-,-,Rump,,4.00,,39.2,N,32,,76,,,30:00,30.00,,,,31.00,,65.00,,,,,,,Unknown after 344 days,3/3/2017,,344.00,,,,1,No - data missing,,,,,,,,,
